0;1;2;3;4;5;6;7;8;9;10
Reitoria;Resolução;32;2012;10/05/2012;Aprovar o Regimento Interno do Conselho de Gestão do Campus Linhares;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2014/Res_CS_32_2012_-_Aprova_o_Regimento_Interno_do_Conselho_de_Gest%C3%A3o_do_campus_Linhares_-_Alterado_pela_Resolu%C3%A7%C3%A3o_45_2016.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;33;2012;10/05/2012;Aprovar o Regimento Interno do Conselho de Gestão do Campus Venda Nova do Imigrante;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2012/Res_CS_33_2012.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;46;2012;13/07/2012;Aprovar o Regimento Interno do Conselho de Gestão do Campus Guarapari;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2014/Res_CS_46_2012_-_Aprova_o_Regimento_Interno_do_Conselho_de_Gest%C3%A3o_do_campus_Guarapari_-_Alterado_pelas_Resolu%C3%A7%C3%B5es_47_2016_e_15_2014.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;47;2012;19/07/2012;Aprovar o Regimento Interno do Conselho de Gestão do Campus Vitória;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2012/Res_CS_47_2012.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;48;2012;19/07/2012;º Aprovar o Regimento Interno do Conselho de Gestão do Campus Itapina;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2012/Res_CS_48_2012_-_Regimento_Interno_Conselho_de_Gest%C3%A3o_do_campus_Itapina_-_Alterada_pela.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;49;2012;19/07/2012;Aprovar o Regimento Interno do Conselho de Gestão do Campus Aracruz;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2012/Res_CS_49_2012.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;50;2012;19/07/2012;Aprovar o Regimento Inerno do Conselho de Gestão do campus Vila Velha;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2012/Res_CS_50_2012_Reg_Int_Campus_e_Conselho_de_Gestao_Vila_Velha%20(2).pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;58;2012;08/10/2012;Aprovar o Regimento Interno do Campus Colatina;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2012/Res_CS_58_2012_Regimento_Interno_Campus_Colatina.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;60;2012;17/12/2012;Autoriza aquisição de terreno para o Campus Ibatiba;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2012/Res_CS_60_2012_aquisicao_terreno_Campus_Ibatiba.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;51;2013;18/12/2013;Homologa o Regulamento Interno na Unidade de Auditoria Interna;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2013/Res_CS_51_2013_regulamento_da_Auditoria_Interna_do_Ifes.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;Demanda para a Audin
Reitoria;Resolução;56;2013;26/12/2013;Aprovar o Regimento Interno do Campus Santa Teresa;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2013/_Res_CS_56_2013_homologa_Regimento_Interno_Campus_Santa_Ter%E2%80%A6_.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;1;2014;27/01/2014;Aprovar o Regimento Interno do Campus Cachoeiro de Itapemirim;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2014/res_CS_01_2014_reg_int_campus_cachoeiro_.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;2;2014;21/02/2014;Regula o Processo Eleitoral para os representantes do Corpo Docente, do Corpo Discente e do Corpo Técnico-Administrativo no Conselho Superior do Ifes e define normas para o Colégio Eleitoral.;https://ifes.edu.br/images/stories/Resolu%C3%A7%C3%A3o_CS_2_2014_-_Resolu%C3%A7%C3%A3o_Processo_Eleitoral.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);VIGENTE;CONSUP;
Reitoria;Resolução;15;2014;23/05/2014;Altera a Resolução CS nº 46/2012, que aprova o Regimento Interno do Conselho de Gestão do Campus Guarapari;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2014/Res_CS_15_2014_Altera%C3%A7%C3%A3o_Reg_Int_Conselho_de_Gest%C3%A3o_Guarapari_Res_CS_46_2012_e_revoga_Res_CS_30_2013.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;18;2014;23/05/2014;Dispõe sobre a regulamentação do uso de veículo oficial;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2014/Res_CS_18_2014_Regulamento_uso_Veiculo_oficial.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);VIGENTE;CONSUP;
Reitoria;Resolução;22;2014;27/06/2014;Aprova o Regimento Interno da Comissão de Ética;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2014/Res_CS_22_2014_Aprova%C3%A7%C3%A3o_Regimento_comiss%C3%A3o_de_%C3%A9tica.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);VIGENTE;CONSUP;Verificar com a comissão
Reitoria;Resolução;24;2014;27/06/2014;Altera a Resolução CS nº 63/2010 que aprova o Regimento Interno do Conselho de Gestão dos campi do Instituto Federal do Espírito Sant;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2014/Res_CS_24_2014_Altera_CS_63_2010_Regimento_Conselho_de_Gest%C3%A3o.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;26;2014;27/06/2014;Aprovar o Regimento Interno do Conselho de Gestão do Campus Montanha;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2014/Res_CS_26_2014_Aprova%C3%A7%C3%A3o_Regimento_do_Conselho_de_Gest%C3%A3o_campus_Montanha.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;29;2014;27/06/2014;Altera a Resolução CS nº 33/2012, que aprova o Regimento Interno do Conselho de Gestão do Campus Venda Nova do Imigrante;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2014/Res_CS_29_2014_altera%C3%A7%C3%A3o_Res_33_2012_-_Reg_Int_Conselho_de_Gest%C3%A3o_Venda_Nova_do_Imigrante.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;46;2014;07/11/2014;Altera a Resolução CS nº 22/2014, que dispõe sobre o Regimento Interno da Comissão de Ética;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2014/Res_CS_46_2014_Altera_Art_3_da_Res_22_2014.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;5;2015;02/03/2015;Altera Resolução CS nº 26/2014 que aprovou o Regimento Interno do Conselho de Gestão do Campus Montanha;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2015/resolucoes/Res_CS_5_2015_Alt_Res_26_2014_-_Conselho_Gest%C3%A3o_Montanha.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;17;2015;14/05/2015;Aprova o Regulamento da Auditoria Interna do Instituto Federal de Educação, Ciência e Tecnologia do Espírito Sant;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2015/resolucoes/Res_CS_17_2015_-__Regulamento_Interno_Auditoria_Interna.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;Audin
Reitoria;Resolução;43;2015;05/10/2015;Delega ao reitor competencia para autorizar 120 horas;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2015/resolucoes/enviadas_26-11/Res%20CS%2043%202015%20-%20Delega%20ao%20Reitor%20Competencia%20para%20autorizar%20120%20horas.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);VIGENTE;CONSUP;
Reitoria;Resolução;63;2015;18/12/2015;Altera a Resolução do Conselho Superior nº 4/2014;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2015/resolucoes/Res_CS_63_2015_-_Altera_Resolu%C3%A7%C3%A3o_CS_n%C2%BA__4_2014_-_1.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;PRODI;
Reitoria;Resolução;64;2015;18/12/2015;Altera a Resolução do Conselho Superior nº 4/2014;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Res_CS_64_2015_-_Altera_Resolu%C3%A7%C3%A3o_CS_n%C2%BA__4_2014.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;PRODI;
Reitoria;Resolução;37;2016;13/05/2016;Altera a Resolução CS nº 48/2012 que aprova o Regimento Interno do Conselho de Gestão do Campus Itapina;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_37_2016_-_Altera_resolu%C3%A7%C3%A3o_CS_48_2012_-_Conselho_de_Gest%C3%A3o_campus_Itapina.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;38;2016;13/05/2016;Aprovar o Regimento Interno do Conselho de Gestão do Campus Nova Venécia;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_38_2016_-_Regimento_Interno_Conselho_de_Gest%C3%A3o_do_campus_Nova_Venecia_-_Revoga_Res_28_2013.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;39;2016;13/05/2016;Aprovar o Regimento Interno da Comissão Permanente de Avaliação de Documentos do Instituto Federal do Espírito Santo;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_39_2016_-_Regimento_Interno_CPAD_-_Comissao_Permanente_Avaliacao_de_Documentos.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);REVOGADO;PROAD;
Reitoria;Resolução;42;2016;02/06/2016;Dispões sobre o Regimento Interno do Conselho de Gestão do Campus Santa Teresa.;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_42_2016_-_Regimento_Interno_Conselho_Gest%C3%A3o_campus_Santa_Teresa_-_revoga_resolu%C3%A7%C3%A3o_CS_66_2012.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;45;2016;05/08/2016;Altera a Resolução CS nº 32/2012 que aprova o Regimento Interno do Conselho de Gestão do campus Linhares;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_45_2016_-_Altera_resolu%C3%A7%C3%A3o_CS_32_2012_-_Conselho_de_Gest%C3%A3o_campus_Linhares.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;47;2016;05/08/2016;Altera a Resolução CS nº 46/2012 que aprova o Regimento Interno do Conselho de Gestão do campus Guarapari;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_47_2016_-_Altera_resolu%C3%A7%C3%A3o_CS_32_2012_-_Conselho_de_Gest%C3%A3o_campus_Guarapari.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;160;2016;05/08/2016;Aprovar o Regimento Interno que disciplina a organização e o funcionamento dos campi que integram o Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_160_2016_-Aprova_o_Regimento_Interno_que_disciplina_funcionamento_dos_Campi.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;;2016;04/11/2016;Aprova o Regimento Interno do Fórum de Comunicação Social do Ifes.;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_189_2016_-_Regimento_Interno_do_Forum_de_Comunica%C3%A7%C3%A3o_Social_do_Ifes.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);REVOGADO;CONSUP;
Reitoria;Resolução;204;2016;04/11/2016;Aprova o Regimento Interno do Conselho de Gestão do campus Centro-Serrano;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_204_2016_-_Regimento_do_Conselho_de_Gest%C3%A3o_campus_Centro_Serrano.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;205;2016;09/12/2016;Aprova o Regimento Interno do Centro de Referência em Formação e em Educação a Distância.;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_205_2016_-_Regimento_Interno_do_Cefor.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;1;2017;20/02/2017;Alteração do Regimento Geral do Ifes;https://ifes.edu.br/images/stories/Res_CS_1_2017_-_Regimento_Interno_Ifes.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;14;2017;27/03/2017;Revoga Resolução CS nº 65/2012 que aprovou o Regimento Interno da PróReitoria de Ensino do Ifes.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_14_2017_-_Revoga_Resolu%C3%A7%C3%A3o_CS_65_2012.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;PROEN;
Reitoria;Resolução;17;2017;14/07/2017;Aprova o Regimento Interno da Assessoria de Relações Internacionais – Arinter Ifes.;https://ifes.edu.br/images/stories/files/Institucional/conselho_superior/2017/Res_CS_17_2017_-_Regimento_Interno_da_Arinter.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);VIGENTE;CONSUP;Arinter
Reitoria;Resolução;47;2017;19/12/2017;Estabelecer, de 8 a 31 de janeiro 2018, a redução da jornada de trabalho dos servidores da Reitoria do Ifes, a ser cumprida das 8 às 14 horas;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_47_2017_-_Hor%C3%A1rio_Especial_Ifes_-_Revoga_46_2017.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);REVOGADO;CONSUP;
Reitoria;Resolução;6;2018;06/04/2018;Aprova o Regimento Interno do Conselho de Gestão do Campus Colatina;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_6_2018_-_Aprova_Regimento_Conselho_Gest%C3%A3o_campus_Colatina.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;20;2018;13/07/2018;Homologa o Regulamento da CPA – Comissão Própria de Avaliação;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_20_2018_-_Homologa_o_regulmanento_da_Comiss%C3%A3o_Permanente_de_Avalia%C3%A7%C3%A3o_do_Ifes.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);VIGENTE;CONSUP;
Reitoria;Resolução;23;2018;15/08/2018;Aprova o Regimento Interno do Polo de Inovação Vitória.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_23_2018_-_Regimento_Interno_do_Polo_de_Inova%C3%A7%C3%A3o_Vit%C3%B3ria.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;31;2018;23/11/2018;Aprova a Regulamento da Comissão Interna de Supervisão do Instituto Federal do Espírito Santo - Ifes;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_31_2018_-_Aprova_Regulamento_da_Comiss%C3%A3o_Interna_de_Supervis%C3%A3o_do_Ifes_-_Revisada.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);VIGENTE;CONSUP;
Reitoria;Resolução;44;2018;06/04/2018;Aprova o Regimento Interno do Conselho de Gestão do Campus Cariacica;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_44_2018_-_Aprova_altera%C3%A7%C3%A3o_Regimento_Conselho_Gest%C3%A3o_campus_Cariacica.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;45;2018;30/11/2018;Aprova o Regimento Interno do Conselho de Gestão do Campus de Alegre;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_45_2018_-_Aprova_altera%C3%A7%C3%A3o_Regimento_Conselho_Gest%C3%A3o_campus_Alegre.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;47;2018;17/12/2018;Estabelecer, horário especial de funcionamento na Reitoria do Ifes, das 7 às 13 horas, no período de 7 de janeiro de 2019 a 1 de fevereiro de 2019;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_47_2018_-_Hor%C3%A1rio_especial_de_funcionamento_janeiro_2019.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);REVOGADO;CONSUP;
Reitoria;Resolução;50;2018;17/12/2018;Alterar a Resolução CS nº 20/2018 que homologou o Regulamento da CPA – Comissão Própria de Avaliação;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_50_2018_-Altera_Res_CS_20_2018_Regulamento_CPA.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);VIGENTE;CONSUP;
Reitoria;Resolução;2;2019;11/03/2019;Altera a Resolução CS nº 160/2016 que aprova o Regimento Interno que disciplina a organização e o funcionamento dos campi;https://ifes.edu.br/images/stories/Res_CS_2_2019_-_Altera_a_Res_CS_160_2016.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;4;2019;22/04/2019;Normatiza a permissão de uso e a administração dos imóveis residenciais pertencentes ao patrimônio do Ifes.;https://ifes.edu.br/images/stories/Res_CS_4_2019_-_Normatiza_a_permiss%C3%A3o_de_uso_de_imoveis_residenciais_do_Ifes_2.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);VIGENTE;CONSUP;
Reitoria;Resolução;7;2019;22/04/2019;Altera a Resolução CS nº 17/2015 que aprova o Regulamento da Auditoria Interna do Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;https://ifes.edu.br/images/stories/Res_CS_7_2019_-_Altera_a_Res_CS_17_2015.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;Audin
Reitoria;Resolução;8;2019;31/05/2019;Altera Resolução CS nº 30/2012 que aprovou o Regimento Interno do Conselho de Gestão do Campus Piúma.;https://ifes.edu.br/images/stories/Res_CS_8_2019_-_Altera_Resolu%C3%A7%C3%A3o__CS_n%C2%BA_30_2012_-_Conselho_de_Gest%C3%A3o_do_Campus_Piuma.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;16;2019;31/05/2019;Aprovar o Manual de Licitação e Compras do Ifes.;https://ifes.edu.br/images/stories/Res_CS_16_2019_-_Aprovar_o_Manual_de_Licita%C3%A7%C3%A3o_do_Ifes.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;17;2019;31/05/2019;Altera a Resolução CS nº 4/2019 que normatiza o uso de imóveis residenciais no Ifes.;https://ifes.edu.br/images/stories/Res_CS_17_2019_-_Altera_Resolu%C3%A7%C3%A3o_CS_4_2019_-_Normatiza_o_uso_de_im%C3%B3veis_residenciais.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);VIGENTE;CONSUP;
Reitoria;Resolução;19;2019;01/07/2019;Aprovar o Regimento Interno que disciplina a organização e o funcionamento da Reitoria;https://ifes.edu.br/images/stories/Res_CS_19_2019_-Aprova_o_Regimento_Interno_que_disciplina_funcionamento_da_Reitoria.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;PRODI;
Reitoria;Resolução;20;2019;04/07/2019;Atualiza o Regimento Geral do Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo.;https://ifes.edu.br/images/stories/Res_CS_20_2019_-Regimento_Geral_do_Ifes_1__1.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;PRODI;
Reitoria;Resolução;21;2019;09/08/2019;Aprova o Regimento Interno do Conselho de Gestão do campus Ibatiba;https://ifes.edu.br/images/stories/Res_CS_21_2018_-_Aprova_Regimento_Conselho_Gest%C3%A3o_campus_Ibatiba.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);;CONSUP;
Reitoria;Resolução;27;2019;23/08/2019;Autorizar a vinculação do Campus Avançado de Viana à Reitoria do Instituto Federal do Espírito Santo.;https://ifes.edu.br/images/stories/Res_CS_27_2019_-_Autoriza_a_vincula%C3%A7%C3%A3o_do_campus_avan%C3%A7ado_de_Viana_%C3%A0_reitoria.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);VIGENTE;CONSUP;
Reitoria;Resolução;45;2019;06/12/2019;Alterar a Resolução CS nº 4/2019 que normatiza a permissão de uso e a administração dos imóveis residenciais pertencentes ao patrimônio do Ifes.;https://ifes.edu.br/images/stories/Res_CS_45_2019_-_Altera_Resolu%C3%A7%C3%A3o_CS_4_2019.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);VIGENTE;CONSUP;
Reitoria;Resolução;46;2019;06/12/2019;Prorrogar o prazo descrito no § 1º do artigo 20 da Resolução CS nº 4/2019.;https://ifes.edu.br/images/stories/Res_CS_46_2019_-Suspens%C3%A3o_Efeitos_Art._20_Resolu%C3%A7%C3%A3o_CS_4_2019.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);REVOGADO;CONSUP;
Reitoria;Resolução;55;2019;06/12/2019;Aprovar o regulamento de abertura, cadastro, autuação e movimentação de processos eletrônicos e documentos digitais no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo.;https://ifes.edu.br/images/stories/Resolu%C3%A7%C3%A3o_CS_55_2019_-_Regulamenta_a_abertura_autua%C3%A7%C3%A3o_movimenta%C3%A7%C3%A3o_processos.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);VIGENTE;PRODI;
Reitoria;Resolução;56;2019;06/12/2019;Suspender até 31/03/2020 os efeitos do Art. 31 da Resolução CS 55/2019.;https://ifes.edu.br/images/stories/Res_CS_56_2019_-_Suspende_efeitos_do_artigo_31_da_Resolu%C3%A7%C3%A3o_55_2019.pdf;I – Administração Geral (infraestrutura, organização e funcionamento);REVOGADO;CONSUP;
